epoch,lr,Train_loss,Test_loss,Test_mIOU,Train_mIOU,Train_f1_score,Test_f1_score
22,[8.170728068875468e-05],0.08568543195724487,1.5272889137268066,69.84373513076096,90.7111677318388,0.9707203831550599,0.9060128702509274
23,[8.007313507497958e-05],0.046268049627542496,2.728788137435913,70.42067357355816,91.4896783413904,0.9730627569622301,0.9120610184011398
24,[8.007313507497958e-05],0.03562391921877861,0.5579615235328674,70.78794653576898,91.8355742818363,0.9737503146690721,0.9141369102658133
25,[7.847167237347999e-05],0.054175589233636856,0.22961567342281342,71.38438187611565,91.95427174472573,0.9738120710104708,0.9176864394283837
26,[7.847167237347999e-05],0.03415588662028313,0.5701113939285278,70.86170367060289,91.98778715925826,0.9743710466259468,0.914146675284989
27,[7.690223892601038e-05],0.05959682539105415,0.20792274177074432,70.51683982229157,92.13015130021249,0.9750757273429491,0.9148803306718261
28,[7.690223892601038e-05],0.03743378445506096,0.6323880553245544,70.47045265316767,92.11753269676609,0.9751644173527313,0.9131368589408733
29,[7.536419414749018e-05],0.062359780073165894,0.45224711298942566,70.01399329523463,92.62870267156644,0.9762419663133806,0.9131879159781249
30,[7.536419414749018e-05],0.05634944140911102,0.6910083889961243,70.31366356351143,92.63056287860562,0.9760216211571893,0.914013559943952
31,[7.385691026454037e-05],0.06500832736492157,0.3207933008670807,71.52585048405689,92.84004610593486,0.9763845908451659,0.9138370660513812
32,[7.385691026454037e-05],0.0822528824210167,0.8088371157646179,70.80405962968285,93.08983608448838,0.977334684471085,0.9144683542274445
33,[7.237977205924956e-05],0.04955353960394859,0.6369712948799133,71.15326371245627,93.0799887834813,0.977471922243588,0.9162483857747784
34,[7.237977205924956e-05],0.05266757309436798,0.9363181591033936,70.13056670652213,93.03468088543401,0.9773087271572677,0.9102270709327633
35,[7.093217661806457e-05],0.05183323100209236,2.101527214050293,69.70094941711969,93.09731652463815,0.9776563031268874,0.9103631822050412
36,[7.093217661806457e-05],0.047340527176856995,0.4692523181438446,70.58944764731672,93.39611896391516,0.9777803974011792,0.9152967902044755
37,[6.951353308570328e-05],0.029337044805288315,0.5467814207077026,71.17492562551439,93.61721583564933,0.9786154312184557,0.9184767719017942
38,[6.951353308570328e-05],0.06841699033975601,0.19617006182670593,72.02237901550137,93.96314607558584,0.9797862789515138,0.918267165625777
39,[6.812326242398921e-05],0.02600857987999916,0.28492745757102966,71.48461949896249,93.94742427270666,0.9794653650760007,0.9179623940257812
40,[6.812326242398921e-05],0.03863539174199104,0.5979215502738953,71.75337811129937,93.7567723994918,0.9793587103440665,0.9190048593217794
41,[6.676079717550942e-05],0.04057532548904419,2.7063543796539307,71.39851369730943,94.27326194994824,0.9803890271012708,0.9160187642253522
42,[6.676079717550942e-05],0.06554931402206421,0.7420021295547485,70.41612683243729,94.26905374597902,0.9805962777024106,0.9147729902937255
43,[6.542558123199923e-05],0.07784739136695862,0.31479018926620483,71.49294662620704,94.10632741641177,0.9800254415079358,0.9188797734825299
44,[6.542558123199923e-05],0.018112588673830032,0.23285774886608124,72.06762088382656,94.47433649851052,0.9812163387822158,0.9187886856270885
45,[6.411706960735925e-05],0.04999758303165436,0.6057416200637817,71.31143922019521,94.41949689966181,0.9809304064503371,0.91807693831056
46,[6.411706960735925e-05],0.041055481880903244,0.3712673485279083,71.05975526327623,94.45355579512898,0.9809075924771937,0.9153692874889406
47,[6.283472821521206e-05],0.027597712352871895,0.35693708062171936,71.24695651926214,94.55301434175996,0.9811850170066789,0.9178669171842938
48,[6.283472821521206e-05],0.029266856610774994,0.8099555373191833,71.91388834159464,94.6612854727942,0.9816593230837363,0.919568005876374
49,[6.157803365090782e-05],0.04031134024262428,0.5716589093208313,72.87676171865125,94.75650144293297,0.9817615155651214,0.9215812978849458
50,[6.157803365090782e-05],0.04659612849354744,1.7910150289535522,70.93920565641463,94.86454883309324,0.9820004842032354,0.9158701632874403
