epoch,lr,Train_loss,Test_loss,Test_mIOU,Train_mIOU,Train_f1_score,Test_f1_score
1,[0.0001],0.6645022630691528,1.6064890623092651,57.12251789127907,32.82428167610954,0.7640763821314505,0.8710612982272821
2,[0.0001],0.6310412287712097,0.9114366173744202,64.27059624989766,57.41410596338034,0.8797912796534125,0.8941287297513751
3,[9.8e-05],0.3236909806728363,0.7258812785148621,65.82938570245582,66.2331689992368,0.9054021818665765,0.8989679717346793
4,[9.8e-05],0.18760135769844055,1.245895266532898,67.33366592923036,71.18892112572253,0.9190076162667766,0.9051805963228577
5,[9.604e-05],0.3216414153575897,0.5943365693092346,65.19949985903806,75.43037948416553,0.9312703827878023,0.8965281964160225
6,[9.604e-05],0.43823346495628357,0.6292823553085327,68.87858046707083,77.6698728545936,0.9380562116840209,0.910852392612142
7,[9.41192e-05],0.11023028939962387,0.45122164487838745,68.9696948706128,81.28911472365895,0.9467258649805075,0.904659305070916
8,[9.41192e-05],0.11512412875890732,0.19778114557266235,69.44245827147348,82.65809437274056,0.9502024928578194,0.9096471293490078
9,[9.2236816e-05],0.1646202951669693,1.1457910537719727,70.00854233572176,85.62292392190551,0.9571880526245822,0.912225772380786
10,[9.2236816e-05],0.09527777135372162,0.4596942663192749,71.01869417695794,86.70011869704895,0.9611821670925459,0.9159759828854317
11,[9.039207968e-05],0.08755171298980713,0.22438599169254303,69.79150800643514,87.63504139510255,0.96349398934972,0.9128420147039619
12,[9.039207968e-05],0.1064162477850914,0.11384880542755127,69.86170335875221,87.92126054834972,0.9640939693966437,0.9121177614149942
13,[8.858423808639999e-05],0.08869735151529312,0.1749597191810608,70.89345183901301,88.4862240124229,0.9653777926569476,0.9115011361491078
14,[8.858423808639999e-05],0.06213630735874176,0.12449556589126587,71.65781702310635,88.99511843180748,0.9672575354581506,0.9180566574951363
15,[8.681255332467199e-05],0.06352254748344421,0.14334270358085632,71.93439215819814,89.84130667467008,0.969285916396925,0.9185450429232526
16,[8.681255332467199e-05],0.06981433928012848,0.32686033844947815,71.49239852934132,90.81475388589718,0.9716408159742853,0.9182743431078919
17,[8.507630225817855e-05],0.07041256129741669,0.3783552050590515,71.83166375271568,90.94839739959562,0.9721094617939553,0.9187413045857865
18,[8.507630225817855e-05],0.11324385553598404,0.14435748755931854,71.90442594410456,91.22837474597047,0.9727271322782056,0.9170736344911667
19,[8.337477621301498e-05],0.055011358112096786,0.11000107228755951,72.60360378919133,91.9727721482882,0.974628932140885,0.9218486875021389
20,[8.337477621301498e-05],0.050971485674381256,0.1019926518201828,71.69889240905661,91.94079988963925,0.9746620386289916,0.9211164779308617
21,[8.170728068875468e-05],0.054367609322071075,0.11023706197738647,70.9230498784066,92.05419850469563,0.9746827469362107,0.9172056326874324
22,[8.170728068875468e-05],0.04063905403017998,0.386783629655838,71.94394217072426,92.52312791527767,0.976419174121165,0.9186509221027641
23,[8.007313507497958e-05],0.05815815180540085,0.15030482411384583,70.46796944601988,92.12477861376216,0.9752622313426962,0.9152608883289121
24,[8.007313507497958e-05],0.041479140520095825,0.26653775572776794,70.97823220003792,92.5568360605013,0.9764403408487171,0.9185453471482056
25,[7.847167237347999e-05],0.06683941185474396,0.11565347015857697,71.5002973133043,92.88883791017517,0.9773079568266906,0.9176391874522594
26,[7.847167237347999e-05],0.036088697612285614,0.17030777037143707,72.13299795155761,93.19937789715189,0.9780804938853684,0.919589519956639
27,[7.690223892601038e-05],0.06248660385608673,1.2693264484405518,72.02491396734959,93.43447117362254,0.9785542147225719,0.9188677891703807
28,[7.690223892601038e-05],0.06697110831737518,0.08063103258609772,72.24279849325215,93.23674239879833,0.978109274523938,0.9224940286348667
29,[7.536419414749018e-05],0.035381462424993515,0.5673332214355469,72.08644343617392,93.20509257394693,0.978176342898566,0.9226258137623198
30,[7.536419414749018e-05],0.05384410545229912,0.7646933794021606,72.99733799973257,94.13555562555254,0.9803600086034148,0.9232116262570301
31,[7.385691026454037e-05],0.026605723425745964,0.14477162063121796,71.75240183136168,94.14536352980704,0.9804229248249013,0.9212841682253254
32,[7.385691026454037e-05],0.04050523415207863,0.26548025012016296,71.32734467424314,94.26485158794874,0.9804046042964305,0.9158688371125013
33,[7.237977205924956e-05],0.07891199737787247,0.08474267274141312,72.96612129211638,94.31902905160696,0.9809133950813189,0.924414545202763
34,[7.237977205924956e-05],0.027946848422288895,0.9431543946266174,70.85735830857354,94.56595046505117,0.9814641677787737,0.9166936688866978
35,[7.093217661806457e-05],0.06009316071867943,0.8456030488014221,72.1041676794534,94.68151999846948,0.9815056773673766,0.9189983430323712
36,[7.093217661806457e-05],0.03998420760035515,0.11556807160377502,71.90918289035565,93.73894340174547,0.9789343459791704,0.9197279374267691
37,[6.951353308570328e-05],0.05409194901585579,0.5468094348907471,72.4779126685816,94.00091116055785,0.9802087376638748,0.9223398950710326
