epoch,lr,Train_loss,Test_loss,Test_mIOU,Train_mIOU,Train_f1_score,Test_f1_score
38,[6.951353308570328e-05],0.05634217709302902,0.1000170111656189,72.26829748105521,94.50696717410923,0.9812483760893962,0.9211408082715627
39,[6.812326242398921e-05],0.026919303461909294,0.10453012585639954,72.31589129720975,95.04981048550152,0.9828343133664236,0.9213693090219318
40,[6.812326242398921e-05],0.023506682366132736,0.46202343702316284,72.6773173221849,95.07845481824164,0.9827948754033919,0.9226172256176691
41,[6.676079717550942e-05],0.03402729704976082,0.18740539252758026,73.6280008791975,95.30163451657187,0.9831972564983171,0.925590668572591
42,[6.676079717550942e-05],0.026559725403785706,0.8648921847343445,72.98660418439036,95.05439537723277,0.9828021875931848,0.9227458224185336
43,[6.542558123199923e-05],0.023649873211979866,0.17759421467781067,72.47207027285734,95.35696708636857,0.9835518338273262,0.9208991941122562
44,[6.542558123199923e-05],0.07030205428600311,0.7038241624832153,72.60393919328996,95.57717676195804,0.9840946577320492,0.9210226955333765
45,[6.411706960735925e-05],0.02398386038839817,0.47915852069854736,72.34975824174668,95.4567437927181,0.9837315929934091,0.9223995370518807
46,[6.411706960735925e-05],0.04119843244552612,0.19726386666297913,72.69810383596341,95.46182692755296,0.9837699186735757,0.9223384279406088
47,[6.283472821521206e-05],0.026939593255519867,0.2305082082748413,72.0811550941902,95.53709640346972,0.9838817450317426,0.9202673407235777
48,[6.283472821521206e-05],0.016071366146206856,0.5374844074249268,71.74338158534502,95.2249628509058,0.9834396190054742,0.9141031024119163
49,[6.157803365090782e-05],0.02369537204504013,0.7338529229164124,72.76262242858408,95.57414394273009,0.9843275834891354,0.9224387663822683
50,[6.157803365090782e-05],0.02661455236375332,0.43441125750541687,72.88763387681925,95.60366191668275,0.9842975730154022,0.9233623521103196
